SentenceNumber,Chapter,Section,Kernewek,English
1097,29,MiscReview,Kikti Mr Bates yw an peswara gwerthji yn Stret an Eglos.,Mr Bates' butcher's shop is the fourth shop in Church Street.
1098,29,MiscReview,Hi a lennas an nawves dyskans.,She read the ninth lesson.
1099,29,MiscReview,An dohajydh ma ymons i ow metya orth aga howetha.,This afternoon they are meeting their friends.
1100,29,MiscReview,A nyns esens i ow synsi an dornleow?,Weren't they holding the handles?
1101,29,MiscReview,"A vynn'ta dybri an aval ma? Na vynnav, meur ras!",Will you eat this apple? No thanks!
1102,29,MiscReview,A yll'ta gweles an mor hwath? Gallav!,Can you see the sea yet? I can (= yes).
1103,29,MiscReview,Ottomma an ganstell mes nyns eus travydh ynni.,Look here's the basket but there's nothing in it.
1104,29,MiscReview,Ottena an kok mes nyns eus den ynno.,There is the fishing boat but there's no one in it.
1105,29,MiscReview,Lemmyn y prenyn brithylli y'n varghas.,Now we buy mackerel in the market.
1106,29,MiscReview,A vynnowgh hwi mones genen dhe'n dons?,Will you go with us to the dance?
1107,29,MiscReview,Ev a wrug lestrier a brenn derow.,He made a dresser of oak wood.
1108,29,MiscReview,I re werthas an sinema koth.,They have sold the old cinema.
1109,29,MiscReview,An losow yw byw hwath.,The plants are alive still.
1110,29,MiscReview,Marilynn vyghan a welas sim y'n wydhenn.,Little Marilyn saw a monkey in the tree.
1111,29,MiscReview,Kemmer an diwes ma ragos.,Take this drink for you (= yourself).
1112,29,MiscReview,Ny garav an venyn na namoy.,I don't like that woman any more.
1113,29,MiscReview,An ebrenn o loes gans kommol ha hi a wrug glaw.,The sky was grey with clouds and it rained.
1114,29,MiscReview,Ty a yll lenwel an hanaf a dhowr. Yv hanafas anodho!,You can fill the cup with water. Drink a cupful of it!
1115,29,MiscReview,Jori a asas y gi yn-mes a'n chi.,George left his dog outside the house.
1116,29,MiscReview,Ny yllydh jy esedha war an glesin. Re lyb yw ev.,You can't sit on the lawn. It's too wet.
1117,29,MiscReview,Duw genes! Dha weles skon.,Goodbye! See you soon.
1118,29,MiscReview,Nyns yw ow harr gwerthys hwath.,My car is not sold yet.
1119,29,MiscReview,Hy fows wyrdh yw nowydh.,Her green dress is new.
1120,29,MiscReview,An re na a glapp flows.,Those (people) talk nonsense.
1121,29,MiscReview,Ny aswonnav an gour na.,I don't know that man.
1122,29,MiscReview,Yth esa kestenenn hir yn kres an glesin.,There was a tall chestnut tree in the middle of the lawn.
1123,29,MiscReview,Piw yw hy hweger ytho?,"Who is her mother-in-law, then?"
1124,29,MiscReview,Mir orth an bluvek blos na!,Look at that dirty cushion!
1125,29,MiscReview,"Gorta diw vynysenn, mar pleg!","Wait two minutes, please!"
1126,30,Examples,Meur ras dhis a'n te.,Thank you for the tea.
1127,30,Examples,Meur ras dhis ow tos.,Thank you for coming.
1128,30,Examples,Meur ras dhywgh hwi ow kweres gans an hwel.,Thank you for helping with the work.
1129,30,Examples,Aswonnav gras dhis a'n boes.,Thank you for the food.
1130,30,Examples,Synsys meur ov dhis a'n gweres.,I am much obliged to you for the help.
1131,30,Examples,Pandr'a wre'ta Sadornweyth?,What do you do on Saturdays?
1132,30,Examples,Pandr'a dhybris Peder y'n boesti chenek na?,What did Peter eat in that Chinese restaurant?
1133,30,Examples,Pandr'a redyas an flogh?,What did the child read?
1134,30,Examples,Pandra! A nyns eus arghans gesys?,What! Isn't there any money left?
1135,30,Examples,Ass yw da an boes ma!,How good this food is!
1136,30,Examples,Ass o kamm y lavar!,How wrong his words were!
1137,30,Examples,Ass wrons i kana!,How they do sing!
1138,30,Review,Meur ras dhis a'n gweres.,Thank you for the help.
1139,30,Review,Pandr'a wrug hi gans an paper-nowodhow?,What did she do with the newspaper?
1140,30,Review,Ny wrav ow oberenn uskis.,I do not do my exercises quickly.
1141,30,Review,Ass yw ewnter Ralf feusik!,How lucky uncle Ralph is!
1142,30,Review,Yma hwans dhymm a weles an eglos vryntin na.,I want to see that fine church.
1143,30,Review,Fatell o an gewer yn Sen Ostell?,How was the weather in St. Austell?
1144,30,Review,"Awelek o, pur awelek, heb mar.","It was windy, very windy, without a doubt."
1145,30,Review,My a wra henna arta.,I shall do that again.
1146,30,Review,Py par yeth yw honna?,What kind of language is that?
1147,30,Review,"Ass os gokki, Kernewek yw hi.","How silly you are, it's Cornish."
1148,30,Review,Pandr'a wredh jy gans an toll yn to an karrji?,What shall you do with the hole in the roof of the garage?
1149,30,Review,Aswonnav gras dhywgh hwi ow kuntell an arghans ragon.,I thank you for collecting the money for us..
1150,30,Review,Pandra! A nyns yw henna noy Mr Peters?,What! Isn't that Mr Peters' nephew?
1151,30,Review,Pandr'a evons i? Gwin rudh?,What do they drink? Red wine?
1152,30,Review,"Ro dhymm gwedrennas anodho, mar pleg!","Give me a glassful of it, please!"
1153,30,Review,Ny wren ni kewsel dhedha.,We don't speak to them.
1154,30,Review,A wrewgh hwi dannvon lytherow heb stampow?,Do you send letters without stamps?
1155,30,Review,"Pan wra hi ergh, yeyn yw an gewer.","When it snows, the weather is cold."
1156,30,MiscReview,Piw a yll bos salow?,Who can be safe?
1157,30,MiscReview,Bleujennow an eythin yw melyn ha rudh.,The flowers of the gorse are yellow and red.
1158,30,MiscReview,Yma hwans dhymm a dhybri oyow bryjys rag hansel.,I want to eat boiled eggs for breakfast.
1159,30,MiscReview,Ugens mildir yw dhe Lannstefan.,It is twenty miles to Launceston.
1160,30,MiscReview,Yma meur a fenestri y'n drehevyans na.,There are lots of windows in that building.
1161,30,MiscReview,Gorr dha dhaffar y'n garth!,Put your gear in the yard!
1162,30,MiscReview,"My re viras orth y vregh. Shyndys yw, dell hevel.","I have looked at his arm. It is injured, it seems."
1163,31,Review,Hi re dhrehedhas hy hansves penn-bloedh.,She has reached her hundredth birthday.
1164,31,Review,Ny dhiwedhis vy an trysa lyver hwath.,I have not finished the third book yet.
1165,31,Review,An degves ger y'n ugensves linenn yw 'kath'.,The tenth word in the twentieth line is 'kath' (cat).
1166,31,Review,Ev a redyas y hanow y'n peswara koloven war an pympes folenn a'n paper-nowodhow.,He read his name in the fourth column on the fifth page of the newspaper.
1167,31,Review,Hanterkansves penn-bloedh diwedh Nessa Bresel an Norvys o ha seytegves pennbloedh ha tri ugens diwedh Kynsa Bresel an Norvys.,It was the fiftieth anniversary of the end of the Second World War and the seventy-seventh anniversary of the end of the First World War.
1168,31,Review,Ottena! kommol loes a-ugh an koes.,Look! Grey clouds above the wood.
1169,31,Review,Yma Breten Vyghan dres an mor.,Brittany is over the sea.
1170,31,Review,My re welas ydhyn pals y'n lowarth haneth.,I have seen many birds in the garden this evening.
1171,31,Review,Fest da o an boes y'n ostel na.,The food in that hotel was very good.
1172,31,Review,Piw a bellgewsis orthis haneth?,Who telephoned you this evening?
1173,31,MiscReview,Pandr'a synsis ev yn y dhorn?,What did he hold in his hand?
1174,31,MiscReview,"Diskwedh e dhymm, mar pleg!","Show it to me, please!"
1175,31,MiscReview,Eus gever y'n gwel? Eus!,Are there any goats in the field? Yes!
1176,31,MiscReview,Py lies? Peder gaver.,How many? Four goats.
1177,31,MiscReview,Py eur o hi pan dheuth hi tre?,What time was it when she came home?
1178,31,MiscReview,Deg mynysenn wosa hwegh eur.,Ten minutes after six.
1179,31,MiscReview,Gorr glow war an tan. Oer yw hi.,Put coal on the fire. It's cold.
1180,31,MiscReview,Yma meur a arghans dhodho.,He has much money.
1181,31,MiscReview,Kevoethek yw ev.,He's rich.
1182,31,MiscReview,Nyns yw hemma an keth sagh ha'n kynsa huni.,This is not the same bag as the first one.
1183,31,MiscReview,Yma hwans dhymm a yskynna an vre ughel na.,I want to ascend that high hill.
1184,31,MiscReview,Nyns ov gwerther da.,I am not a good salesman.
1185,31,MiscReview,I a vynnas mos y'n eur na pan nag ens pes da gans ow hows.,They wished to go then when they were not pleased with what I said.
1186,31,MiscReview,Ny yllowgh gwari peldroes y'n pras na.,You cannot play football in that field.
1187,31,MiscReview,Ni a gar hwedhel didhanus.,We love an amusing story.
1188,31,MiscReview,Py liw yw an sethow na? Melyn yns.,What colour are those jars? They are yellow.
1189,31,MiscReview,Ny welyn an baner kernewek a-ugh tour an eglos y'n dre ma.,We do not see the Cornish flag above the church tower in this town.
1190,32,Examples,"An vlydhen yw mil, naw kans, pymthek ha peswar ugens.","The year is one thousand, nine hundred and ninety-five."
1191,32,Review,"Mis Genver yw oer, mis Est yw poeth, dell vydh usys.","January is cold, August is hot, usually."
1192,32,Review,Yma deg dydh warn ugens yn mis-Metheven hag unnek dydh warn ugens yn mis-Gortheren.,There are thirty days in June and thirty-one days in July.
1193,32,Review,Hemm yw unn jydh ha tri ugens warbarth.,That is sixty-one days altogether.
1194,32,Review,Yma tri mis yn Gwenton.,There are three months in Spring.
1195,32,Review,Py dydh yw an pympes warn ugens a vis Kevardhu?,What day is the twenty-fifth of December?
1196,32,Review,"Dy' Mergher yw an degves, dell dybav.","Wednesday is the tenth, I think."
1197,32,Review,"Y'n vlydhen mil, naw kans ha pymp ha dew ugens Nessa Bresel an Norvys a dhiwedhas.",In the year nineteen hundred and forty-five the Second World War ended.
1198,32,Review,Py dydh yw ev hedhyw?,What day is it today?
1199,32,Review,"Dy' Gwener an nownsegves a vis-Genver y'n vlydhen mil, naw kans, pymthek ha peswar ugens yw.","It is Friday the nineteenth of January in the year one thousand, nine hundred and ninety-five."
1200,32,MiscReview,Ow hwegron a oberas y'n karrji war y garr koth.,My father-in-law worked in the garage on his old car.
1201,32,MiscReview,"Y nith, Hylda, a glewas Bretonek kewsys yn Montroules.","His niece, Hilda, heard Breton spoken in Morlaix."
1202,32,MiscReview,Dohajydh da dhywgh hwi oll.,Good afternoon to you all.
1203,32,MiscReview,A vynnowgh hwi kewsel kernewek genen?,Will you speak Cornish with us?
1204,32,MiscReview,An maw a dennas an lovan mes re wann o ev.,The boy pulled the rope but he was too weak.
1205,32,MiscReview,Ny yll ev gul an ober na namoy.,He cannot do that work any more.
1206,32,MiscReview,"Ple'ma ow fluvennow, an huni dhu ha'n huni rudh?","Where are my pens, the black one and the red one?"
1207,32,MiscReview,Yma hwans dhymm a brena brithili.,I wish to buy mackerel.
1208,32,MiscReview,Yth eson ow nesa dhe gres an dre.,We are approaching the town centre.
1209,33,Examples,Da yw genev redya.,I like to read.
1210,33,Examples,Da yw gans Loveday kana.,Loveday likes to sing.
1211,33,Examples,Da yw genes mires orth an bellwolok.,You like to watch the television.
1212,33,Examples,Drog yw ganso eva gwin.,He doesn't like to drink wine.
1213,33,Examples,Da yw gensi dybri boes da.,She likes to eat good food.
1214,33,Examples,Da yw genen kerdhes.,We like to walk.
1215,33,Examples,Da yw genowgh donsya.,You like to dance.
1216,33,Examples,Drog yw gansa oberi y'n lowarth.,They do not like to work in the garden.
1217,33,Examples,Da yw genev neuvya.,I like swimming.
1218,33,Examples,Da yw gans an fleghes gwari.,The children like to play.
1219,33,Examples,Drog yw genev bos a-ves nosweyth.,I don't like being out at night.
1220,33,Examples,Drog yw gans Loveday dybri boes frynkek.,Loveday doesn't like eating French food.
1221,33,Examples,Nyns o da ganso gortos re bell.,He didn't like waiting too long.
1222,33,Examples,Drog o ganso gortos re bell.,He disliked waiting too long.
1223,33,Examples,Gwell yw gans Jori kewsel Kernewek.,George prefers to speak Cornish.
1224,33,Examples,Kas yw gans pubonan esedha re hir.,Everyone hates sitting too long.
1225,33,Examples,Poes o gansa bos unnver gensi.,They were reluctant to agree with her.
1226,33,Examples,Yw gwell genes jy kavoes dha dokyn lemmyn?,Do you prefer to have your ticket now?
1227,33,Examples,"Nyns o re boes gansa esedha rag aga the, dell hevel.","They weren't too reluctant to sit down for their tea, it seems."
1228,33,Review,"Da yw gans Maria gwari gensi, herwydh usadow.","Mary likes playing with her, usually."
1229,33,Review,Kas yw genev kerdhes tre hebos.,I hate walking home without you.
1230,33,Review,Gwell o genen bos unnver ganso.,We prefered agreeing with him.
1231,33,Review,Drog yw genen triga yn mes a'n dre.,We don't like living out of town.
1232,33,Review,Poes yw gansa poenya re bell.,They are reluctant to run too far.
1233,33,Review,"Ystynn dha dhorn dhymm, da yw genev synsi dha dhorn.","Hold out your hand to me, I like to hold your hand."
1234,33,Review,Poes o gans an fleghes gwari a-ves pan wrug hi glaw mes da o gansa gul henna pan wra hi ergh.,The children were reluctant to play outside when it rained but they like to do that when it snows.
1235,33,MiscReview,Ev a ystynnas an pellgowser dhymm.,He handed me the telephone.
1236,33,MiscReview,"Gorr an taklow yn stevell arall, mar pleg!","Put the gear in another room, please!"
1237,33,MiscReview,An pympes stevell war an tu na yw agan chambour nyni.,The fifth room on that side is our bedroom.
1238,33,MiscReview,"An ystynnyans yw berrheans an lyver dien, dell hevel dhymm.","The supplement is an abridgement of the whole book, it seems to me."
1239,33,MiscReview,"Ass yw honna drog! Yet an lowarth, daras an chi ha'n fenestri yw rudhvelyn aga liw.","How bad that is! The garden gate, the house door and the windows are orange in colour."
1240,33,MiscReview,Pubonan a warias y'n stret y'n eur na. Ny warisons y'n lowarth.,Everyone played in the street then. They did not play in the garden.
1241,33,MiscReview,"Yma anwoes warnowgh oll, dell glewav.","You all have a cold, I hear."
1242,33,MiscReview,Chiow bras ha tus kevoethek a drig ynna.,Big houses and rich people live in them.
1243,33,MiscReview,Pys e a wortos a-ves!,Ask him to wait outside.
1244,33,MiscReview,An gath vyghan a warias yn-dann an gweli.,The little cat played under the bed.
1245,33,MiscReview,"Pan splann an loergann war an arvor a-dreus an mor kosel, assyw hi teg!","When the full moon shines on the shore across the calm sea, how beautiful it is!"
1246,33,MiscReview,Mir orth an bellwolok! Yndella ty a yll dyski meur.,Watch the television! In that way you can learn much.
1247,33,MiscReview,"Talan a veu genys Dy' Yow an nessa warn ugens a vis Hedra y'n vlydhen mil, naw kans ha seytek. Seytek bloedh ha tri ugens o ev yn mil naw kans pymthek ha peswar ugens. Ev yw yagh hwath.","Talan was born on Thursday the twenty-second of October, nineteen hundred and seventeen. He was seventy-seven years old in nineteen hundred and ninety-five. He is still fit."
1248,34,Examples,Eus karr dhis?,Have you a car?
1249,34,Examples,Eus chi dhis?,Have you a house?
1250,34,Examples,Eus ki dhis?,Have you a dog?
1251,34,Examples,Yma karr dhymm.,I have a car.
1252,34,Examples,Eus gerlyver dhis?,Have you a dictionary?
1253,34,Examples,Eus! Yma gerlyver dhymm.,Yes! I have a dictionary.
1254,34,Examples,Esa karr dhis?,Did you have a car?
1255,34,Examples,Yth esa karr dhymm.,I did have a car.
1256,34,Examples,Esa sagh dhis?,Did you have a bag?
1257,34,Examples,Esa! Yth esa sagh dhymm,Yes! I did have a bag.
1258,34,Examples,Eus flogh dhedhi?,Has she a child?
1259,34,Examples,Eus! Yma flogh dhedhi.,Yes! She has a child.
1260,34,Examples,Esa kath dhedha?,Did they have a cat?
1261,34,Examples,Esa! Yth esa kath dhedha,Yes! They had a cat.
1262,34,Examples,Eus ki ganso?,Has he a dog with him?
1263,34,Examples,Eus! Yma ki ganso,Yes! He has a dog with him.
1264,34,Examples,Eus flogh gensi?,Is there a child with her?
1265,34,Examples,Esa koweth genes?,Did you have a friend with you?
1266,34,Examples,Esa! Yth esa koweth genev.,Yes! I had a friend with me.
1267,34,Examples,Yw an bluvenn ma dhis?,Is this pen yours?
1268,34,Examples,Yw! An bluvenn yw dhymm.,It is! The pen is mine.
1269,34,Examples,Nag yw! Nyns yw an bluvenn dhymm.,It is not! The pen is not mine.
1270,34,Examples,O an lyver dhe Yowann?,Was the book John's?
1271,34,Examples,O! An lyver o dhe Yowann.,Yes! It was John's book.
1272,34,Examples,Nag o! Nyns o an lyver dhe Yowann.,No! The book was not John's.
1273,34,Review,Eus jynn-amontya dhis? Nag eus!,Have you a computer? No!
1274,34,Review,Eus kadoryow-bregh dhedhi? Eus!,Has she got armchairs? Yes!
1275,34,Review,Yma diw gador-vregh dhedhi.,She has two armchairs.
1276,34,Review,Nyns eus tigenn nowydh dhymm.,I have not got a new wallet. .
1277,34,Review,Yma nebes pelyow dhe'n fleghes.,The children have a few balls.
1278,34,Review,Eus hanow dhe'n ki ma?,Has this dog got a name?
1279,34,Review,Esa le'ti dhe'n bargen-tir na?,Had that farm a dairy?
1280,34,Review,Nyns esa keow ledan dhe'n pras.,The field did not have wide hedges.
1281,34,Review,Eus esedhva vras dhe'n chi na?,Has that house a large lounge?
1282,34,Review,Eus! Yma onan pur vras dhodho.,Yes! It has a large one.
1283,34,Review,Eus kath gensi? Nag eus lemmyn.,Has she a cat with her? Not now!
1284,34,Review,Esa aga broder gansa?,Did they have their brother with them?
1285,34,Review,Yw an dhewweder ma dhis?,Are these spectacles yours?
1286,34,Review,"Yns. I yw dhymm, meur ras.","Yes. They are mine, thanks."
1287,34,Review,Yw an wedrenn ma dhedhi? Yw!,Is this her glass? Yes!
1288,34,Review,A nyns yw an nessa karr dhe Vr Martyn?,Isn't the next car Mr Martin's?
1289,34,Review,"Yw! Ev yw dhe Vr Martyn, dell dybav.","Yes! It's Mr Martin's, I think."
1290,34,Review,O an eskisyow dhedha? Ens!,Were the shoes theirs? Yes!
1291,34,Review,A nyns o an diwes na dhe Wella?,Wasn't that Wella's drink?
1292,34,Review,Nag o! Dhe Gerensa o.,No! It was Karenza's.
1293,34,Review,My a verrhas ow hows mes ny verrhasons aga hows ynsi.,I cut short my speech but they did not cut short their speech.
1294,34,MiscReview,Tasik! Tasik! Ottena! Ergh war an glesin!,Daddy! Daddy! Look! Snow on the lawn!
1295,34,MiscReview,Aga chi yw gwerthys y'n eur ma.,Their house is sold now.
1296,34,MiscReview,Dha weles Dy' Meurth martesen!,See you (on) Tuesday perhaps!
1297,34,MiscReview,Niver an gorholyon y'n porth yw eth.,The number of ships in the harbour is eight. .
1298,34,MiscReview,"Hedhyw yw an dewdhegves a vis Meurth, pennbloedh ow gwreg.","Today is the twelfth of March, my wife's birthday."
1299,34,MiscReview,"Ro dhymm an hoelan, mar pleg!","Give me the salt, please!"
1300,34,MiscReview,Ple'ma an gerlyver Kernewek?,Where is the Cornish dictionary?
1301,34,MiscReview,"War drysa estyllenn an argh-lyvrow y'n esedhva yma, dell dybav.","On the third shelf of the bookcase in the lounge it is, I think."
1302,34,MiscReview,Yth esa ke isel a-dal an chi.,There was a low hedge opposite the house.
1303,34,MiscReview,Nyns esa tra arall a-dal dhodho.,There was nothing else opposite it.
1304,34,MiscReview,Yth esa pastiow yeyn rag agan kroust. Bryntin!,There were cold pasties for our crib. Fine!
1305,34,MiscReview,Yth esov ow mires orth an gorholyon ena.,I am looking at the ships there.
1306,34,MiscReview,Hi a wiskas hy fows las.,She wore her blue dress.
1307,34,MiscReview,Ny evav ten a koffi herwydh usadow.,I don't drink tea nor coffee usually.
1308,34,MiscReview,"Pan dhewelav tre, an teylu yw lowen.","When I return home, the family is happy."
1309,34,MiscReview,Mona re gollas hy arghans.,Mona has lost her money.
1310,34,MiscReview,An gath a gosk war an gweliow.,The cat sleeps on the beds.
1311,34,MiscReview,Ena y lammas an vugh dres an ke.,Then the cow jumped over the hedge.
1312,34,MiscReview,"Mr Evans, an tiek, a vag deves ha hoghes.","Mr Evans, the farmer, breeds sheep and cows."
1313,34,MiscReview,"Glanha an bord du ragov, mar pleg.","Clean the blackboard for me, please."
1314,34,MiscReview,Ny gyrghsons aga thaklow gansa.,They didn't bring their things with them.
1315,34,MiscReview,An vodrep Me a dorras bleujennow yn hy lowarth.,Aunt May picked flowers in her garden.
1316,34,MiscReview,Dowr an fenten a dhe'n gover.,The spring water goes to the brook.
1317,34,MiscReview,Ny wra ev y hwel. Diek yw ev.,He doesn't do his work. He is lazy.
1318,34,MiscReview,Ev yw diwedhes pupprys.,He is always late.
1319,34,MiscReview,Ammeth yw tra vras yn Kernow.,Agriculture is a big affair in Cornwall.
1320,35,Examples,Oll an dus a asas an kuntelles warbarth.,All the people left the meeting together.
1321,35,Examples,Oll anedha a drelyas a-dhistowgh.,All of them turned straightaway.
1322,35,Examples,Oll ahanan a ganas y'n keur na.,All of us sang in that choir.
1323,35,Examples,"Kernowyon oll, keffrys koth ha yowynk.","Cornish people all, both old and young."
1324,35,Examples,Meur ras dhywgh hwi oll.,Thank you all.
1325,35,Examples,Nebes a lever yndella.,A few people say so.
1326,35,Examples,Nebes geryow yw gwella.,A few words are best.
1327,35,Examples,Nebes ahanowgh hwi a vydh dewisys.,A few of you will be chosen.
1328,35,Examples,Nebes leth yw gesys.,A little milk is left.
1329,35,Examples,Nebes anodho o poder.,A little of it was rotten.
1330,35,Examples,Nyns eus karr vyth y'n fordh.,There is no car at all on the road.
1331,35,Examples,A leveris ev travyth? Ger vyth!,Did he say anything? Not a word!
1332,35,Examples,A welsys jy an edhen na? Travyth!,Did you see that bird? I didn't see anything!
1333,35,Examples,Ev a leveris mann.,He said nothing.
1334,35,Examples,Ny drelyas onan anedha a-dhistowgh.,Not one of them turned straightaway.
1335,35,Examples,Ny ganas onan ahanan y'n keur na.,None of us sang in that choir.
1336,35,Examples,Ev a welas ros a horn.,He saw an iron wheel.
1337,35,Examples,Yw an amari ma gwrys a brenn-derow?,Is this cupboard made of oak wood?
1338,35,Examples,Ugens a'n fleghes a wortas a-dhelergh.,Twenty of the children waited behind.
1339,35,Examples,Kans anedha a dhehwelis.,A hundred of them returned.
1340,35,Review,"Ystynn dhymm nebes leth, mar pleg. Yma syghes dhymm.","Pass me some milk, please. I'm thirsty."
1341,35,Review,Oll ahanan a yll gorthybi dhe'n govynn na.,All of us can answer that question.
1342,35,Review,Oll an gerens yw marow lemmyn.,All the near relations are dead now.
1343,35,Review,"Nebes a'n hynwyn yw kernewek, dell hevel.","Some of the names are Cornish, it seems."
1344,35,Review,"A-barth oll ahanan, 'Meur ras!'.","On behalf of all of us, 'Thanks!'."
1345,35,Review,Yw oll ahanowgh parys?,Are you all ready?
1346,35,Review,Nyns eus denvydh omma kynth yw hi seyth eur lemmyn.,There's no one here although it's seven o'clock now.
1347,35,Review,Nyns yw onan ahanowgh krev lowr dhe sevel an men ma.,Not one of you is strong enough to lift this stone.
1348,35,Review,"An pastiow da ma yw gwrys a vewin. An vamm a brenas an kig yn kikti Mr Ross, an kiger. Ev a werth an gwella bewin.",These good pasties are made of beef. Mother bought the meat in Mr. Ross' butcher's shop. He sells the best beef.
1349,35,Review,An bowjiow yw gwrys a brenn.,The cowsheds are made of wood.
1350,35,Review,An hwegynnow na o gwrys a sugra gwynnrudh.,Those sweets were made of pink sugar.
1351,35,MiscReview,"Ass yns teg, pennow an menydhyow y'n howlsedhes, an howl rudh a-ughta.","How beautiful the tops of the mountains are in the sunset, the red sun above them."
1352,35,MiscReview,Ny wonn konvedhes travydh yn y gever.,I don't understand anything about it.
1353,35,MiscReview,Pandr'a leveris Maria yn kever Manow? Ny leveris hi ger yn hy hever.,What did Mary say about the Isle of Man? She didn't say a word about it.
1354,35,MiscReview,An leth y'n badell a brojyas yn kettermyn ha'n dowr y'n galter.,The milk in the saucepan boiled at the same time as the water in the kettle.
1355,35,MiscReview,Yma hwans dhymm a wovynn henna orth Jenefer po yn hy le nebonan arall.,I want to ask Jenifer that or in her place someone else.
1356,35,MiscReview,An pyskador a dennas an ankor ha'n kok a woelyas a-dhistowgh.,The fisherman pulled the anchor and the boat sailed straight away.
1357,35,MiscReview,I a balas kleudh down a-dro dhe'n park-kerri.,They dug a deep trench around the car park.
1358,35,MiscReview,"Fisten, fisten! Yma ergh ow tos!","Hurry, hurry! There's snow coming!"
1359,35,MiscReview,Piw a armas yndella?,Who shouted like that?
1360,35,MiscReview,Kommol loes a dhre glaw.,Grey clouds bring rain.
1361,35,MiscReview,Fatell o y worthyp? Ass o gokki!,How was his reply? How silly it was!
1362,35,MiscReview,Ottomma! Ow gols. My re dennas dew vlewynn wynn diworto!,See here! My hair. I've pulled two white hairs from it!
1363,35,MiscReview,"Yowann a wovynnas orth an tiek, 'Py par gwydh yns i?' Ev a worthybis, 'Derow yns'.","John asked the farmer, 'What sort of trees are they?' He replied, 'They are oaks.'"
1364,35,MiscReview,"Oll an fleghes a arm, 'Kernow bys vykken!' Pes da ov vy a henna.","All the children shout, 'Cornwall for ever!' I am pleased at that."
1365,35,MiscReview,Yma peder ros dhe bub karr. Yma an pympes a-ji ynno.,Every car has four wheels. The fifth one is inside it.
1366,35,MiscReview,Yma nown dhe'n vebyon. An vamm a vynn ri nebes boes dhedha. Mes eus boes lowr y'n yeynell? Eus. Yma meur a vara hag amanenn gesys hwath ynwedh.,The boys are hungry. Mother will give them some food. But is there enough food in the refrigerator? Yes! There is a lot of bread and butter still left as well.
1367,35,MiscReview,"Esedh a-dhelergh, mar pleg. Nyns eus le gesys rybov.","Sit at the back, please. There's no place left beside me."
1368,35,MiscReview,Ty a vydh meur dhe les omma owth oberi genen.,You will be very useful here working with us.
1369,36,Examples,Yth esen ow redya an paper-nowodhow ha my ow tybri.,I was reading the newspaper while I was eating.
1370,36,Examples,Golgh dha dhiwleuv kyns dybri dha voes!,Wash your hands before eating your food!
1371,36,Examples,Tas a gosk yn ta wosa oberi yn tiwysek.,Father sleeps well after working hard.
1372,36,Examples,"Kyns y vos dyskador, souder o.",Before he was a teacher he was a soldier.
1373,36,Examples,Wosa agan gweles ev eth tre.,After seeing us he went home.
1374,36,Review,Yth esen a'm esedh hag i ow tonsya.,I was sitting while they were dancing.
1375,36,Review,Yma Peder ow kolghi fos yn unn stevell ha'y wreg ow liwya fosow an stevell arall.,Peter is washing a wall in one room while his wife is painting the walls of the other room.
1376,36,Review,Yth esa an vamm a'y sav ha'n fleghes ow kwari.,Mother was standing while the children were playing.
1377,36,Review,Yma perghenn an boesti ow jynn-skrifa gans unn bys hag ev ow megi yn keth prys.,The owner of the restaurant is typing with one finger while smoking at the same time.
1378,36,Review,Yth esens i a'ga gorwedh y'ga gweli ha'n vamm ow pareusi aga hansel.,They were lying in bed while mother was preparing their breakfast.
1379,36,Review,Omwolgh ha my owth omwiska!,Wash while I am dressing!
1380,36,Review,Wosa redya an dowlenn my a geskewsis yn hy hever gans ow gour.,After reading the programme I talked about it with my husband.
1381,36,Review,"An drehevyans o melin goth kyns y vos diwotti, herwydh y berghenn.","The building was an old mill before it was a pub, according to its owner."
1382,36,Review,Karol a lanhas an lestri kyns aga daskorr dhe'n lestrier.,Carol cleaned the dishes before returning them to the dresser.
1383,36,MiscReview,An gewer yw hager war an heyl. Ny yll den gweles a-dreus dhodho.,The weather is ugly on the estuary. A person cannot see across it.
1384,36,MiscReview,Mir orth an pons! Yma puskes y'n avon yn-danno.,Look at the bridge! There are fish in the river under it.
1385,36,MiscReview,An hyns yw efan mes leun a dus yw ev.,The road is wide but it is full of people.
1386,36,MiscReview,Ke dhe-ves! Pur skwith ov.,Go away! I am very tired.
1387,36,MiscReview,Nevra ny vynn hi dehweles ha homm yw kales.,She will never wish to return and that is hard.
1388,36,MiscReview,An tiek a dhros y vughes dhe'n skiber.,The farmer brought his cows to the barn.
1389,36,MiscReview,An rewler a worras an lytherow war an desk rybdho.,The manager put the letters on the desk beside him.
1390,36,MiscReview,Yma euth dhymm. My a glewas tros ughel yn-mes y'n lowarth.,I'm terrified. I heard a loud noise outside in the garden.
1391,36,MiscReview,Ottena! A-dro dhe hanterkans hos war an lynn yn kres an hal.,Look there! About fifty ducks on the lake in the middle of the moor.
1392,36,MiscReview,Ymons i ow neuvya warbarth.,They are swimming together.
1393,36,MiscReview,Res yw dhe Vr Richards mos dh'y soedhva pub dydh mes soweth diwedhes yw ev treweythyow.,Mr Richards must go to his office every day but unfortunately he is sometimes late.
1394,36,MiscReview,Ny welsons an kert orth an gornell.,They did not see the lorry at the corner.
1395,36,MiscReview,Pow pell yw Ejyp ha tir bras yw ynwedh.,Egypt is a distant country and it is large also.
